Status,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Age_at_enrollment,Curricular_units_2nd_sem_enrolled,Curricular_units_1st_sem_enrolled,Admission_grade,Curricular_units_2nd_sem_evaluations,Previous_qualification_grade,Curricular_units_2nd_sem_without_evaluations
1,7,13.487142857142857,7,13.487142857142857,20,8,8,126.5,8,144.0,0
1,6,11.833333333333334,6,12.333333333333334,20,6,6,120.1,7,132.0,0
0,5,12.833333333333334,6,11.875,23,6,6,128.4,9,142.0,0
1,6,13.966666666666669,6,13.966666666666669,20,7,7,140.0,7,136.0,0
0,0,0.0,0,0.0,28,5,5,110.0,10,133.1,0
1,5,12.8,4,11.5,21,5,5,116.8,5,122.0,0
0,0,0.0,2,12.5,21,7,2,104.5,0,133.1,0
0,0,0.0,0,0.0,28,8,7,140.0,0,140.0,0
1,7,13.225,6,11.98,18,8,7,113.2,11,117.0,0
1,8,14.0375,6,11.614285714285714,19,8,7,123.8,8,136.0,0
1,7,14.314285714285717,7,14.314285714285717,18,8,8,126.7,8,141.0,0
0,0,0.0,0,0.0,19,8,7,133.8,0,130.0,0
1,7,12.128571428571428,6,12.766666666666666,20,8,7,100.6,10,102.0,0
1,5,12.2,6,12.666666666666666,18,6,6,132.7,7,126.0,0
0,4,10.571428571428571,6,11.5,20,6,6,106.6,10,125.0,0
0,4,11.75,5,11.4,31,6,6,140.4,14,120.0,0
1,8,14.4775,7,14.70625,19,8,7,128.3,8,132.0,0
1,7,13.542857142857144,6,11.814285714285717,19,8,7,118.6,8,128.0,0
1,6,11.875,6,13.0,23,6,6,123.4,8,115.0,0
1,6,13.333333333333334,6,14.857142857142858,19,6,6,124.0,6,125.0,0
1,6,12.6,6,12.6,20,7,7,121.3,7,137.0,0
0,1,11.0,2,11.5,27,5,5,130.0,5,130.0,0
0,0,0.0,1,10.0,29,7,7,120.0,0,100.0,0
1,5,12.2,5,11.8,18,6,6,130.4,10,122.0,0
1,6,12.666666666666666,5,11.8,18,6,6,118.7,6,126.0,0
1,8,12.77125,8,12.77125,18,8,8,131.5,8,128.0,0
1,5,14.6,6,12.666666666666666,18,6,6,129.1,7,128.0,0
0,0,0.0,1,12.0,28,4,5,130.0,10,130.0,4
1,7,11.721428571428572,7,11.721428571428572,18,8,8,132.8,12,135.0,0
1,6,13.666666666666666,6,12.666666666666666,18,6,6,133.5,6,138.0,0
0,5,14.0,4,13.0,18,5,5,146.2,6,150.0,0
0,0,0.0,0,0.0,21,5,5,115.2,5,125.0,0
0,0,0.0,0,0.0,32,5,5,101.8,10,120.0,0
1,4,11.75,4,12.5,28,5,5,100.0,7,140.0,0
0,0,0.0,0,0.0,40,5,4,121.9,0,100.0,0
0,0,0.0,0,0.0,39,4,5,120.4,4,140.0,0
0,0,0.0,0,0.0,39,6,6,120.4,0,140.0,0
1,5,12.4,6,12.5,50,6,6,148.8,15,120.0,0
0,3,11.666666666666666,5,12.8,23,6,6,123.0,9,138.0,0
0,1,11.0,1,10.0,48,6,6,100.0,11,133.1,0
0,5,10.2,4,11.25,23,6,6,112.1,10,118.0,0
1,7,12.61,7,12.61,18,8,8,126.8,8,135.0,0
1,5,12.6,2,12.0,18,5,5,115.9,6,130.0,0
1,6,13.5,5,13.0,20,6,6,132.5,7,150.0,0
1,5,13.0,4,12.0,18,5,5,132.2,8,149.0,0
0,0,0.0,4,12.0,18,8,7,183.5,8,180.0,0
0,1,11.0,1,12.0,31,5,5,136.0,9,133.1,4
1,0,0.0,0,0.0,24,0,0,114.5,0,145.0,0
0,0,0.0,0,0.0,26,5,5,110.3,9,110.0,0
0,4,11.75,5,13.625,18,6,6,137.2,9,154.0,0
0,0,0.0,0,0.0,22,6,6,121.8,0,133.0,0
1,7,11.69,7,11.69,18,8,8,127.3,8,145.0,0
0,0,0.0,0,0.0,20,6,6,120.0,12,120.0,12
1,0,0.0,0,0.0,25,0,0,150.0,0,150.0,0
1,5,11.285714285714286,4,11.5,24,5,5,100.0,11,150.0,0
0,0,0.0,1,14.0,27,5,5,150.0,0,150.0,0
1,5,12.4,5,11.0,21,6,6,116.9,7,127.0,0
1,6,13.166666666666666,6,12.857142857142858,21,6,6,140.0,6,140.0,0
0,6,11.333333333333334,4,12.5,19,6,6,122.1,6,128.0,0
1,8,15.018181818181818,7,14.528571428571428,28,8,7,160.0,11,127.0,0
1,6,12.625,6,13.0,21,6,6,150.0,10,150.0,0
1,8,15.188888888888888,7,15.957142857142856,18,8,7,144.9,9,154.0,0
1,5,11.0,5,13.25,19,5,5,116.3,8,125.0,0
0,3,12.0,3,12.0,19,5,5,122.5,10,126.0,0
0,4,13.75,4,13.0,25,6,6,115.0,9,133.1,0
0,3,13.666666666666666,9,11.77777777777778,21,8,11,115.0,11,115.0,0
0,0,0.0,2,11.0,19,6,5,119.8,10,117.0,0
0,0,0.0,0,0.0,20,5,5,95.0,5,133.1,0
0,6,10.857142857142858,14,12.428571428571429,25,9,14,150.0,13,150.0,0
1,0,0.0,0,0.0,18,0,0,144.2,0,161.0,0
1,8,12.5075,8,12.5075,23,8,8,128.2,8,111.0,0
1,11,12.0,11,12.090909090909092,21,12,12,135.3,14,140.0,0
0,2,11.333333333333334,1,10.0,25,5,5,140.7,8,139.0,0
1,5,13.2,6,13.5,18,6,6,130.4,9,132.0,0
1,6,13.625,6,14.166666666666666,22,6,6,123.2,8,119.0,0
1,6,14.714285714285714,6,14.0,27,6,6,118.0,7,133.1,0
0,0,0.0,0,0.0,25,3,3,120.0,5,133.1,0
0,3,11.333333333333334,3,11.666666666666666,18,5,5,118.9,10,129.0,4
1,5,14.2,5,14.6,20,5,5,117.2,5,128.0,0
1,5,11.5,5,13.0,27,6,6,120.0,13,120.0,0
1,6,12.0,6,12.166666666666666,20,6,6,118.1,9,130.0,0
0,1,12.0,0,0.0,22,5,5,124.8,5,130.0,0
0,3,10.8,3,10.5,19,5,5,106.5,11,111.0,0
1,0,0.0,0,0.0,19,0,0,109.3,0,117.0,0
0,0,0.0,0,0.0,29,5,5,120.0,8,133.1,1
1,7,13.828571428571427,7,13.828571428571427,19,8,8,137.5,8,149.0,0
1,6,11.666666666666666,6,11.5,20,6,6,120.4,6,134.0,0
1,6,13.625,4,13.5,20,6,6,136.7,8,136.0,0
0,0,0.0,0,0.0,31,6,6,118.5,0,133.1,0
1,7,12.614285714285714,7,12.5375,18,8,7,133.0,9,141.0,0
1,4,12.8,4,12.0,18,5,5,133.0,9,148.0,0
1,5,11.6,5,11.8,19,6,6,102.0,8,102.0,0
1,5,15.2,5,15.0,18,5,5,133.9,5,143.0,0
1,5,13.2,3,12.0,19,5,5,127.0,7,120.0,0
1,6,12.285714285714286,6,12.833333333333334,18,6,6,120.4,7,121.0,0
1,3,12.0,6,11.666666666666666,19,6,6,124.5,14,122.0,0
1,8,13.825,7,12.1625,19,8,7,123.9,8,122.0,0
1,6,14.555555555555555,6,13.833333333333334,18,6,6,117.8,11,123.0,0
1,6,13.571428571428571,6,12.125,20,6,6,110.0,7,110.0,0
0,11,11.545454545454543,11,11.454545454545457,29,13,15,141.0,16,120.0,0
0,3,10.0,4,12.0,20,6,6,111.5,14,133.1,0
0,5,12.6,6,12.666666666666666,31,7,7,140.0,9,143.0,0
1,6,13.77777777777778,6,12.666666666666666,20,6,6,134.3,9,149.0,0
1,13,11.461538461538462,18,11.88888888888889,21,13,18,125.3,13,133.0,0
0,0,0.0,0,0.0,23,6,6,140.0,0,140.0,0
0,4,11.6,4,13.0,21,6,6,119.6,8,122.0,0
1,8,15.744444444444444,7,16.885714285714283,24,8,7,170.0,9,170.0,0
1,6,12.333333333333334,6,12.5,27,6,6,150.5,6,120.0,0
1,8,15.8125,7,13.055555555555555,18,8,7,128.0,8,143.0,0
0,0,0.0,0,0.0,21,0,0,108.7,0,115.0,0
0,0,0.0,0,0.0,19,5,5,121.6,5,123.0,0
1,7,12.355714285714283,7,12.355714285714283,19,8,8,125.3,8,131.0,0
0,0,0.0,0,0.0,18,6,6,117.6,0,127.0,0
1,7,12.571428571428571,7,13.857142857142858,20,7,7,106.1,8,112.0,0
1,6,14.166666666666666,5,13.0,24,6,6,139.9,6,150.0,0
1,6,11.166666666666666,6,12.833333333333334,20,6,6,110.8,10,116.0,0
1,7,12.357142857142858,7,12.357142857142858,19,8,8,117.8,8,130.0,0
1,7,13.857142857142858,7,13.857142857142858,18,8,8,127.5,8,144.0,0
1,6,10.666666666666666,6,12.333333333333334,20,6,6,129.7,6,105.0,0
1,8,13.788888888888888,7,12.847142857142858,20,8,7,130.6,10,143.0,0
1,8,13.01875,6,12.339999999999998,19,8,7,126.3,9,137.0,0
1,6,12.5,6,13.833333333333334,20,6,6,105.0,6,133.1,0
0,2,10.0,2,10.75,19,5,5,114.6,11,116.0,0
0,4,10.25,4,13.25,19,6,6,114.6,10,117.0,0
1,8,13.73125,8,13.73125,18,8,8,131.0,8,137.0,0
0,3,12.666666666666666,6,13.333333333333334,23,6,6,109.0,8,116.0,0
0,5,10.8,5,12.0,21,6,6,132.0,9,133.1,0
1,6,11.333333333333334,9,10.88888888888889,23,8,9,130.0,10,130.0,0
1,8,13.811111111111112,7,13.025,19,8,7,109.5,9,106.0,0
1,6,14.166666666666666,6,13.0,18,6,6,115.9,6,125.0,0
1,5,12.0,5,11.8,19,6,6,131.6,10,134.0,0
1,7,12.042857142857144,7,12.042857142857144,25,8,8,120.0,8,133.1,0
1,8,15.5,7,12.8375,19,8,7,136.4,8,136.0,0
1,7,11.7,7,11.0,24,8,7,120.0,13,120.0,0
1,5,14.0,6,13.5,18,6,6,132.6,9,135.0,0
1,6,12.714285714285714,6,12.125,19,6,6,112.9,7,122.0,0
1,7,12.62857142857143,7,12.62857142857143,18,8,8,134.3,12,147.0,0
1,5,11.6,5,11.2,19,6,6,117.2,13,121.0,0
0,6,11.833333333333334,6,12.666666666666666,18,6,6,129.8,6,135.0,0
0,0,0.0,4,13.5,34,6,6,158.0,6,130.0,6
0,0,0.0,0,0.0,20,6,6,115.0,0,108.0,0
1,5,14.833333333333334,5,12.0,26,5,5,152.4,6,140.0,0
1,8,13.2125,7,12.228571428571428,27,8,7,110.2,10,120.0,0
1,4,10.75,4,11.5,20,5,5,113.5,5,117.0,0
1,6,16.428571428571427,6,15.375,18,6,6,144.4,7,151.0,0
1,7,12.614285714285714,7,12.614285714285714,24,8,8,100.0,11,133.1,0
1,6,11.5,5,12.2,19,6,6,126.3,6,130.0,0
1,4,11.0,4,11.75,19,6,6,115.9,10,125.0,0
1,11,11.454545454545457,13,10.923076923076923,22,13,16,112.3,13,121.0,0
1,5,12.4,5,12.4,20,6,6,127.0,9,141.0,0
0,0,0.0,0,0.0,25,6,6,120.0,6,130.0,0
1,6,15.5,6,15.833333333333334,21,6,6,180.0,8,180.0,0
1,6,13.666666666666666,6,12.571428571428571,18,6,6,115.8,6,127.0,0
1,4,13.25,3,12.0,18,5,5,136.5,7,126.0,1
1,8,14.444444444444445,7,13.3625,19,8,7,129.0,9,143.0,0
1,5,16.0,5,15.4,19,5,5,137.6,5,144.0,0
0,4,11.75,5,12.2,18,6,6,129.5,9,126.0,0
1,11,13.545454545454543,11,12.818181818181818,20,11,11,129.1,11,140.0,0
0,0,0.0,0,0.0,19,8,7,130.2,0,148.0,0
1,17,13.554736842105264,17,13.394736842105264,28,17,17,134.3,19,100.0,0
1,6,11.0,6,14.25,20,6,6,138.4,8,151.0,0
0,7,14.714285714285714,9,13.444444444444445,30,7,11,120.0,7,120.0,0
1,8,11.7375,7,12.285714285714286,19,8,7,123.5,10,135.0,0
1,5,13.2,6,11.666666666666666,22,6,6,116.1,7,121.0,0
1,6,13.5,6,12.166666666666666,18,6,6,110.8,6,116.0,0
0,2,11.0,2,10.0,23,6,6,142.8,15,147.0,0
1,6,15.0,6,14.0,18,6,6,155.5,6,160.0,0
0,0,0.0,1,15.0,50,5,6,163.5,12,100.0,0
1,0,0.0,0,0.0,19,0,0,161.9,0,151.0,0
1,6,10.666666666666666,6,10.833333333333334,22,6,6,123.3,6,124.0,0
1,6,14.0,6,13.142857142857142,23,6,6,137.5,6,140.0,0
0,5,14.0,5,14.4,20,5,5,166.6,6,170.0,0
0,0,0.0,0,0.0,44,6,6,103.5,0,133.1,0
1,9,11.22222222222222,7,12.0,49,12,12,110.0,19,133.1,0
1,10,12.8,9,12.2,46,10,10,128.2,12,100.0,0
0,2,11.0,3,12.333333333333334,41,2,3,137.7,2,120.0,0
1,8,12.48125,7,11.8375,18,8,7,128.8,9,133.0,0
1,5,14.0,5,11.8,43,5,5,170.0,6,120.0,0
0,0,0.0,0,0.0,70,5,5,116.4,9,133.1,0
0,0,0.0,0,0.0,48,6,6,100.9,0,133.1,0
1,13,12.384615384615383,19,12.68421052631579,41,13,19,136.0,13,133.1,0
0,0,0.0,3,11.25,35,7,7,100.0,7,100.0,0
1,4,15.5,4,14.0,44,5,5,157.0,9,133.1,2
0,2,13.5,4,13.333333333333334,18,5,5,152.1,6,143.0,0
1,6,13.666666666666666,6,13.666666666666666,45,6,6,162.9,6,165.0,0
1,6,11.714285714285714,5,12.6,22,6,6,140.0,11,140.0,0
0,1,17.0,3,17.333333333333332,39,5,5,146.5,11,140.0,0
0,3,13.666666666666666,3,14.0,49,5,5,128.0,8,133.1,0
0,1,12.5,4,13.875,43,1,4,190.0,1,190.0,0
0,0,0.0,0,0.0,32,5,5,133.2,5,120.0,0
1,7,14.857142857142858,9,13.11111111111111,47,7,9,124.3,7,100.0,0
0,4,13.333333333333334,5,13.0,37,5,5,138.1,11,120.0,2
1,7,12.142857142857142,10,12.5,41,7,10,144.3,7,133.1,0
1,13,14.23076923076923,18,14.11111111111111,60,13,18,140.0,13,150.0,0
1,9,15.77777777777778,11,14.727272727272728,47,9,11,148.3,9,120.0,0
0,0,0.0,0,0.0,50,5,6,96.0,6,133.1,0
0,0,0.0,0,0.0,45,5,5,121.7,5,133.1,0
0,0,0.0,0,0.0,45,5,5,160.0,5,100.0,0
1,5,11.6,4,13.5,33,5,5,110.3,6,133.1,0
1,7,13.105714285714283,7,13.105714285714283,18,8,8,129.0,8,143.0,0
1,5,14.4,5,13.5,43,5,5,150.0,5,120.0,0
1,11,12.0,13,11.846153846153848,44,11,13,100.0,11,161.0,0
0,0,0.0,0,0.0,29,5,5,107.5,5,133.1,0
0,0,0.0,3,14.333333333333334,53,6,6,170.0,6,140.0,0
0,3,12.0,6,12.666666666666666,35,9,10,140.0,11,133.1,2
1,0,0.0,0,0.0,22,0,0,170.0,0,156.0,0
0,0,0.0,1,11.0,33,6,6,115.5,0,140.0,0
0,0,0.0,0,0.0,41,5,5,130.0,9,130.0,3
1,8,16.575,7,15.2,51,8,7,140.0,8,140.0,0
1,7,14.375,6,14.428571428571429,19,7,6,126.6,8,140.0,0
0,0,0.0,0,0.0,35,5,5,143.2,5,133.1,0
1,0,0.0,0,0.0,20,0,0,131.4,0,131.0,0
0,3,12.0,5,12.166666666666666,18,6,6,118.3,15,120.0,0
1,5,11.666666666666666,5,12.142857142857142,21,6,6,140.0,11,140.0,0
1,5,11.6,6,12.0,21,6,6,124.7,8,132.0,0
1,4,12.75,3,11.666666666666666,34,5,5,140.0,7,130.0,0
0,0,0.0,0,0.0,34,6,6,150.0,6,140.0,0
1,5,12.0,6,11.875,21,6,6,115.6,8,110.0,0
0,3,11.333333333333334,2,10.0,30,6,6,123.4,15,130.0,0
0,5,13.0,6,13.833333333333334,20,6,7,117.1,7,158.0,0
0,0,0.0,0,0.0,18,6,6,113.9,0,124.0,0
1,6,12.5,6,14.428571428571429,19,6,6,128.7,6,136.0,0
0,6,12.4,5,14.2,18,7,7,132.9,9,142.0,0
0,3,10.333333333333334,4,11.5,27,5,5,123.0,9,150.0,0
1,6,15.0,5,13.0,52,6,6,129.8,6,120.0,0
0,0,0.0,0,0.0,29,6,6,156.1,8,149.0,0
0,2,11.0,3,11.333333333333334,22,6,6,120.0,13,130.0,0
1,12,11.428571428571429,18,12.5,28,13,18,117.2,26,110.0,6
0,0,0.0,0,0.0,30,5,5,107.0,5,133.1,0
1,8,13.944444444444445,7,13.471428571428572,18,8,7,128.4,9,134.0,0
1,3,13.333333333333334,4,11.75,21,5,5,123.4,5,130.0,0
1,6,14.666666666666666,6,13.333333333333334,20,6,6,126.7,10,141.0,0
1,8,13.105,8,13.105,21,8,8,123.0,8,123.0,0
0,0,0.0,0,0.0,32,5,5,137.2,6,133.1,0
1,6,12.166666666666666,6,15.5,20,6,6,125.9,7,122.0,0
0,0,0.0,0,0.0,19,0,0,138.0,0,132.0,0
0,3,12.333333333333334,4,11.25,18,6,6,128.2,7,133.1,0
0,11,11.363636363636363,12,11.0,23,14,15,126.5,21,130.0,1
1,4,13.0,6,12.333333333333334,20,6,6,112.4,9,111.0,0
1,5,11.8,8,11.375,46,5,9,109.0,11,133.1,0
1,12,12.384615384615383,18,12.22222222222222,27,12,18,100.0,15,125.0,0
1,6,12.0,9,12.0,41,7,9,120.0,8,100.0,0
1,10,13.0,16,14.125,37,11,16,154.0,14,150.0,0
1,7,12.571428571428571,9,12.333333333333334,26,7,9,100.0,7,133.1,0
1,7,13.857142857142858,9,14.333333333333334,54,7,9,162.5,7,133.1,0
1,6,14.0,6,15.166666666666666,21,6,6,134.1,9,132.0,0
1,6,15.142857142857142,6,15.142857142857142,20,6,6,133.0,8,134.0,0
0,0,0.0,0,0.0,18,6,6,119.0,0,126.0,0
1,6,12.166666666666666,6,12.333333333333334,18,6,6,129.4,7,129.0,0
0,3,12.0,6,12.0,22,6,6,140.0,12,140.0,0
1,6,15.625,6,15.0,19,6,6,162.0,8,162.0,0
0,9,12.7,8,13.875,21,11,12,131.6,13,148.0,1
1,6,13.833333333333334,6,12.5,18,6,6,117.4,6,123.0,0
1,6,15.5,6,15.0,18,6,6,137.8,6,150.0,0
0,4,10.5,2,11.666666666666666,20,6,6,106.7,10,113.0,0
1,8,14.63375,7,14.668,18,8,7,156.9,8,152.0,0
1,6,12.333333333333334,5,12.8,20,6,6,124.8,6,130.0,0
1,6,12.142857142857142,6,10.833333333333334,19,6,6,115.1,7,121.0,0
1,5,14.0,6,13.666666666666666,18,6,6,146.7,6,153.0,0
1,7,14.537142857142856,7,14.537142857142856,18,8,8,132.8,8,148.0,0
0,5,14.0,5,14.4,18,5,5,159.1,5,143.0,0
1,0,0.0,0,0.0,20,0,0,137.6,0,147.0,0
1,6,13.833333333333334,6,13.166666666666666,19,6,6,124.0,6,138.0,0
0,0,0.0,2,11.5,36,7,6,149.0,9,120.0,0
1,6,12.428571428571429,6,11.333333333333334,19,6,6,129.6,7,145.0,0
1,5,13.6,6,12.0,18,6,6,110.0,6,118.0,0
1,6,12.166666666666666,6,13.166666666666666,18,6,6,116.1,6,121.0,0
1,6,14.166666666666666,6,14.833333333333334,18,6,6,133.3,6,135.0,0
1,9,13.22222222222222,7,13.0,19,9,7,144.3,9,140.0,0
1,8,12.95,7,13.087142857142856,18,8,7,133.6,8,145.0,0
1,6,13.666666666666666,6,13.333333333333334,19,6,6,123.2,7,133.0,0
0,0,0.0,0,0.0,18,6,6,110.0,0,117.0,0
1,5,12.2,5,13.6,19,5,5,118.0,6,125.0,0
1,6,14.0,6,15.5,18,6,6,128.4,6,141.0,0
1,7,14.285714285714286,7,13.857142857142858,19,7,7,113.6,7,122.0,0
1,6,12.166666666666666,6,13.0,18,6,6,146.9,6,142.0,0
0,0,0.0,0,0.0,20,6,4,129.7,0,143.0,0
0,0,0.0,0,0.0,22,6,6,109.1,0,115.0,0
1,6,13.666666666666666,7,12.142857142857142,18,7,7,107.1,9,112.0,0
1,8,13.627777777777778,7,14.145714285714286,18,8,7,129.2,9,135.0,0
1,8,14.144444444444444,7,14.45,18,8,7,154.1,9,162.0,0
1,7,15.0,7,15.714285714285714,18,7,7,147.2,7,143.0,0
1,6,12.833333333333334,6,14.5,18,6,6,120.8,6,125.0,0
1,6,12.833333333333334,6,12.833333333333334,25,6,6,121.3,6,123.0,0
1,4,11.6,5,12.0,18,5,5,127.0,8,142.0,0
1,0,0.0,0,0.0,19,0,0,151.6,0,147.0,0
1,6,13.285714285714286,6,12.571428571428571,20,6,6,106.0,7,133.1,0
1,6,11.5,6,12.5,21,6,6,111.6,6,114.0,0
1,5,14.0,6,14.0,18,6,6,117.3,9,125.0,0
0,6,13.166666666666666,7,11.571428571428571,18,7,7,121.4,9,127.0,0
1,6,15.333333333333334,6,15.833333333333334,18,6,6,126.1,6,132.0,0
1,8,14.25,8,14.25,18,8,8,137.0,8,148.0,0
0,0,0.0,0,0.0,19,6,6,120.8,0,139.0,0
0,6,11.0,6,11.666666666666666,20,6,6,128.7,10,136.0,0
0,0,0.0,0,0.0,47,5,6,118.0,10,133.1,0
0,1,10.0,2,12.0,31,6,6,160.0,12,130.0,1
0,0,0.0,0,0.0,46,5,5,150.0,5,110.0,0
0,4,10.75,3,13.333333333333334,19,5,5,125.4,9,138.0,0
0,0,0.0,0,0.0,22,5,5,150.0,5,150.0,0
1,5,12.4,5,13.8,19,5,5,114.5,7,125.0,0
0,0,0.0,0,0.0,19,5,5,107.0,5,108.0,0
0,0,0.0,0,0.0,29,5,5,120.0,6,133.1,1
1,6,14.016666666666666,6,14.016666666666666,18,7,7,134.8,7,147.0,0
1,5,10.8,5,11.4,18,6,6,133.6,8,143.0,0
0,0,0.0,0,0.0,23,0,0,129.0,0,115.0,0
1,5,12.0,5,10.4,34,5,5,128.4,11,160.0,0
1,4,10.25,3,10.666666666666666,19,5,5,122.2,9,118.0,0
1,8,14.10625,7,13.914285714285713,20,8,7,129.9,8,143.0,0
1,7,12.82375,7,13.761111111111113,19,8,7,126.2,11,133.0,0
1,6,14.166666666666666,6,13.857142857142858,23,6,6,149.0,6,164.0,0
1,7,13.842857142857143,7,13.842857142857143,34,8,8,120.0,8,133.1,0
0,0,0.0,5,11.8,21,6,6,128.1,9,140.0,0
0,6,13.833333333333334,6,12.666666666666666,22,6,6,141.7,6,127.0,0
0,0,0.0,0,0.0,28,6,6,130.0,6,133.1,0
0,0,0.0,0,0.0,23,5,5,113.3,5,115.0,0
0,2,10.0,4,10.75,20,6,6,105.9,13,108.0,0
0,3,13.25,5,12.6,18,5,5,122.7,9,136.0,0
0,0,0.0,0,0.0,28,5,5,120.0,5,133.1,0
0,7,12.142857142857142,2,12.0,21,9,7,119.8,10,120.0,0
0,2,14.5,3,14.0,25,6,6,122.9,9,133.1,0
0,6,13.5,6,14.0,19,6,6,160.0,11,160.0,0
1,8,15.055555555555555,7,14.682857142857143,18,8,7,125.2,9,128.0,0
0,0,0.0,0,0.0,29,5,3,143.4,0,130.0,0
0,0,0.0,0,0.0,29,5,5,96.7,7,133.1,0
1,5,12.8,6,13.857142857142858,20,6,6,126.9,7,137.0,0
1,0,0.0,0,0.0,18,0,0,143.1,0,163.0,0
1,6,12.5,6,13.142857142857142,20,6,6,114.5,7,125.0,0
0,2,13.0,1,18.0,33,5,5,140.0,9,120.0,0
1,10,11.583333333333334,13,11.461538461538462,30,11,15,113.7,15,150.0,1
1,4,14.5,5,15.0,18,6,6,143.5,8,148.0,0
1,8,12.233333333333333,7,14.244444444444444,19,8,7,126.8,12,138.0,0
0,5,11.0,4,11.5,21,6,6,115.2,7,119.0,0
0,0,0.0,2,10.0,25,7,7,100.0,7,130.0,0
1,5,11.6,3,12.333333333333334,19,5,5,121.4,5,135.0,0
0,7,12.142857142857142,5,12.2,23,9,7,120.0,10,120.0,1
1,5,13.2,6,13.666666666666666,19,6,6,129.9,7,126.0,0
1,0,0.0,0,0.0,19,0,0,151.1,0,149.0,0
0,0,0.0,1,11.0,31,6,6,120.0,10,110.0,0
0,6,11.428571428571429,3,13.0,32,10,6,130.0,14,133.1,0
1,7,12.599999999999998,7,12.599999999999998,19,8,8,119.0,12,127.0,0
1,9,12.333333333333334,10,12.2,34,10,10,122.0,12,120.0,0
1,6,13.0,6,13.166666666666666,21,6,6,129.7,6,136.0,0
1,7,11.0,6,11.0,53,7,7,112.5,9,110.0,0
1,8,15.35,7,14.014285714285714,19,8,7,136.0,8,136.0,0
1,4,11.25,4,13.0,20,6,6,133.1,13,145.0,0
1,6,14.666666666666666,6,14.0,18,6,6,151.3,6,159.0,0
0,0,0.0,0,0.0,32,0,0,133.3,0,147.0,0
1,7,14.428571428571429,7,14.428571428571429,21,8,8,130.8,8,150.0,0
0,0,0.0,0,0.0,26,5,5,140.0,10,140.0,0
1,13,12.461538461538462,18,11.833333333333334,26,13,18,150.0,27,150.0,5
0,1,13.0,3,11.333333333333334,21,5,5,130.0,10,130.0,0
1,6,13.0,6,12.5,18,6,6,125.3,9,120.0,0
1,11,12.545454545454543,12,13.333333333333334,21,12,12,124.0,12,130.0,0
1,6,14.0,6,13.0,19,6,6,124.4,6,128.0,0
0,2,14.0,2,10.0,19,5,5,107.7,11,114.0,0
1,5,11.2,6,11.428571428571429,19,6,6,110.0,11,118.0,0
1,8,12.8875,8,12.8875,27,8,8,130.0,8,130.0,0
1,6,12.95,6,12.95,18,7,7,138.8,7,145.0,0
0,0,0.0,1,10.0,20,5,5,126.3,5,121.0,0
1,8,12.55,7,13.094285714285714,19,8,7,114.5,8,114.0,0
0,0,0.0,0,0.0,20,6,6,116.5,6,127.0,0
1,6,11.0,5,11.714285714285714,19,6,6,128.6,11,145.0,0
0,0,0.0,0,0.0,20,0,0,134.6,0,150.0,0
1,6,13.333333333333334,6,13.166666666666666,18,6,6,146.8,6,145.0,0
1,5,13.4,4,12.75,20,5,5,135.7,5,128.0,0
0,2,11.0,5,10.6,38,5,5,120.0,9,140.0,0
1,6,12.0,5,11.2,42,6,6,138.0,6,130.0,0
0,0,0.0,0,0.0,32,8,7,135.5,0,140.0,0
1,6,13.666666666666666,6,13.0,22,6,6,120.0,6,120.0,0
0,0,0.0,0,0.0,28,5,5,111.7,5,147.0,0
0,0,0.0,0,0.0,37,6,6,100.0,0,133.1,0
1,6,15.0,6,14.166666666666666,43,6,6,160.0,9,160.0,0
1,6,12.333333333333334,5,12.833333333333334,41,6,6,114.8,6,133.1,0
1,5,10.4,4,11.75,29,6,6,131.0,9,140.0,0
1,6,11.5,6,10.833333333333334,35,6,6,97.0,7,133.1,0
0,4,12.25,4,11.75,18,6,6,131.7,8,131.0,0
0,2,10.5,3,11.5,39,7,7,120.0,9,133.1,0
1,6,13.7,6,13.7,26,7,7,133.0,7,130.0,0
0,0,0.0,1,14.0,32,5,5,140.0,12,140.0,4
0,0,0.0,0,0.0,19,6,6,137.0,0,133.1,0
1,7,13.285714285714286,6,13.0,19,7,7,108.0,7,115.0,0
1,8,15.11111111111111,8,13.6,32,8,11,110.0,10,110.0,0
0,2,11.5,3,11.0,31,5,5,127.7,9,140.0,0
1,11,14.333333333333334,12,13.25,20,11,12,140.1,14,145.0,0
0,1,10.0,1,10.75,28,7,7,114.8,10,133.1,0
0,3,11.0,5,11.4,31,6,6,110.0,9,133.1,0
1,5,12.4,6,13.0,19,6,6,105.5,8,110.0,0
1,6,12.285714285714286,6,14.0,19,6,6,127.3,8,128.0,0
0,0,0.0,0,0.0,34,6,6,130.0,0,130.0,0
1,8,16.075,7,15.285714285714286,18,8,7,122.7,8,137.0,0
1,6,12.666666666666666,6,13.166666666666666,18,6,6,113.9,6,123.0,0
1,5,12.833333333333334,5,13.6,19,5,5,151.1,11,156.0,5
0,0,0.0,0,0.0,22,4,4,125.8,8,133.1,0
1,4,11.5,10,11.4,32,9,10,128.2,9,100.0,0
0,0,0.0,0,0.0,61,5,5,135.1,0,140.0,0
1,5,11.6,5,11.0,30,5,5,120.2,5,130.0,0
0,0,0.0,0,0.0,45,5,5,132.8,11,133.1,0
